File,Location,Pass(Y/N),Error,ErrorLocation,Row,Column
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 224"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 254"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 254"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 323"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 323"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 353"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 353"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 383"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 383"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 452"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 452"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 482"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 482"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 512"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 512"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 581"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 581"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 611"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 611"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 641"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 641"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 710"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 710"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 740"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 740"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 770"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 770"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 839"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 839"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 869"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 869"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 899"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 899"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 968"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 968"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 998"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 998"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1028"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1028"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1097"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1097"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1127"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1127"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1157"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1157"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1226"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1226"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1256"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1256"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1286"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1286"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1316"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1316"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1346"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1346"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1376"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1376"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1406"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1406"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1436"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1436"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1466"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1466"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1561"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1561"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1591"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1591"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1621"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1621"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1690"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1690"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1720"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1720"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1750"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1750"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1819"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1819"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1849"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1849"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1879"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1879"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1948"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1948"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 1978"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 1978"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2008"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2008"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2077"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2077"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2107"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2107"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2137"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2137"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2206"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2206"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2236"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2236"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2266"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2266"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2335"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2335"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2365"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2365"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2395"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2395"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2464"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2464"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2494"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2494"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2524"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2524"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2619"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2619"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2649"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2649"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2679"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2679"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2774"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2774"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2804"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2804"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2834"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2834"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2903"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2903"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2933"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2933"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 2963"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 2963"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 3032"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," The value '' of element 'ImageInterestRanking' is not valid.","N/A"," 3032"," 58"
deployment_manifest.xml,file:\\\C:\Users\HoffordC\Documents\xml2\deployment_manifest.xml,N," Value '' is not facet-valid with respect to enumeration '[None, Favorite]'. It must be a value from the enumeration.","N/A"," 3062"," 58"
